,screen_name,name,organization,position,gender,followers_count,following_count,tweet_count,user_created_at,verified,protected,original,quote,reply,retweet,tweets_in_dataset,journalist_follower_count
44951698,amaxsmith,"Smith, Max",WTOP Radio,"Reporter, Anchor & Editor",M,4726,4553,34601,Fri Jun 05 17:57:40 +0000 2009,False,False,266.0,49.0,536.0,76.0,927.0,136
21922229,ScottThuman,"Thuman, Scott",WJLA–TV / Newschannel 8,Chief Politcal Correspondent,M,3972,634,5374,Wed Feb 25 21:32:27 +0000 2009,True,False,29.0,4.0,1.0,0.0,34.0,136
121469977,CheyHopkins,"Hopkins, Cheyenne",Bloomberg News,Financial Services Congressional Reporter,F,2987,2469,1189,Tue Mar 09 16:04:12 +0000 2010,False,False,3.0,0.0,0.0,1.0,4.0,136
83374478,saletan,"Saletan, William",Slate,National Correspondent,M,30576,709,13349,Sun Oct 18 14:34:10 +0000 2009,True,False,296.0,291.0,151.0,23.0,761.0,135
39800314,borenbears,"Borenstein, Seth",Associated Press,Science Writer,M,11203,1627,5769,Wed May 13 17:39:21 +0000 2009,True,False,45.0,14.0,38.0,85.0,182.0,135
28713695,kristindonnelly,"Donnelly, Kristin",NBC News,White House Producer,F,3065,1206,7964,Sat Apr 04 01:58:15 +0000 2009,True,False,75.0,13.0,17.0,58.0,163.0,135
31447311,dariusss,"Dixon, Darius Ajani",Politico,Energy Reporter,M,2987,1036,3408,Wed Apr 15 16:28:37 +0000 2009,True,False,25.0,35.0,19.0,52.0,131.0,135
902971052,Tara_Mckelvey,"McKelvey, Tara",BBC,White House Reporter,F,6578,1263,6431,Thu Oct 25 01:26:32 +0000 2012,True,False,159.0,0.0,62.0,96.0,317.0,134
130267706,GarciaJon,"Garcia, Jon",ABC News,White House Producer,M,1563,1136,1977,Tue Apr 06 20:38:15 +0000 2010,False,False,9.0,0.0,0.0,4.0,13.0,134
27676108,PaulLewis,"Lewis, Paul",Guardian US,US West Coast Bureau Chief,M,66533,1316,14467,Mon Mar 30 16:39:17 +0000 2009,True,False,19.0,6.0,6.0,18.0,49.0,133
15972530,paulmcleary,"McLeary, Paul Joseph",Foreign Policy,National Security & Pentagon Reporter,M,13073,1382,14505,Sun Aug 24 20:46:13 +0000 2008,True,False,166.0,258.0,36.0,229.0,689.0,133
41196210,shirleyhenrydc,"Henry, Shirley",National Public Radio,Deputy Washington Editor,F,4944,1363,7882,Tue May 19 20:02:10 +0000 2009,True,False,30.0,19.0,0.0,97.0,146.0,133
28332786,BenLeubsdorf,"Leubsdorf, Ben",Wall Street Journal / Dow Jones,Economy Reporter,M,9005,626,20358,Thu Apr 02 13:02:40 +0000 2009,True,False,121.0,9.0,101.0,94.0,325.0,132
18389620,dandeluce,"De Luce, Daniel Richard",Foreign Policy,National Security Reporter,M,5047,3938,3751,Fri Dec 26 14:40:10 +0000 2008,False,False,41.0,15.0,0.0,199.0,255.0,132
242893326,cflav,"Flavelle, Christopher",Bloomberg News,Cimate & Adaptation Policy Reporter,M,4366,2357,12472,Tue Jan 25 20:59:10 +0000 2011,True,False,123.0,19.0,23.0,201.0,366.0,132
36260866,MattVas,"Vasilogambros, Matt",The Atlantic,Staff Writer,M,3268,844,23727,Wed Apr 29 02:33:33 +0000 2009,True,False,6.0,0.0,1.0,0.0,7.0,132
568565386,Jason_Plautz,"Plautz, Jason",National Journal,Reporter,M,2387,1133,2294,Tue May 01 21:45:08 +0000 2012,True,False,14.0,2.0,5.0,3.0,24.0,132
18606607,jaymishkin,"Mishkin, Jay",WUSA–TV,Journalist / Senior Executive Producer,M,1668,1527,3003,Sun Jan 04 17:42:18 +0000 2009,False,False,1.0,0.0,0.0,0.0,1.0,132
3372900155,samtayrey,"Reyes, Samantha",CNN,Assignment Editor,F,10344,6689,4783,Sun Jul 12 21:07:30 +0000 2015,True,False,165.0,86.0,933.0,165.0,1349.0,131
31450658,shermancourt,"Sherman, Mark",Associated Press,Reporter,M,5415,180,1101,Wed Apr 15 16:42:06 +0000 2009,True,False,19.0,7.0,27.0,30.0,83.0,131
17178161,JamesVGrimaldi,"Grimaldi, James",Wall Street Journal / Dow Jones,Investigative Reporter,M,4961,1025,7082,Wed Nov 05 02:47:26 +0000 2008,True,False,173.0,9.0,17.0,3.0,202.0,131
28414093,MCJalonick,"Jalonick, Mary Clare",Associated Press,Congress & Food Policy Reporter,F,4915,1928,1964,Thu Apr 02 20:35:34 +0000 2009,False,False,44.0,0.0,0.0,50.0,94.0,131
70442821,DoyleMcManus,"McManus, Doyle",Los Angeles Times,Washington Columnist,M,4729,726,1518,Mon Aug 31 17:06:03 +0000 2009,True,False,14.0,0.0,1.0,5.0,20.0,131
8834412,MtthwRose,"Rose, Matthew",Wall Street Journal / Dow Jones,Enterprise Editor,M,3711,964,5844,Wed Sep 12 14:48:33 +0000 2007,True,False,25.0,3.0,3.0,4.0,35.0,131
62734246,RiegerReport,"Rieger, John",Huffington Post,Producer,M,3453,1875,23500,Tue Aug 04 06:02:30 +0000 2009,False,False,291.0,124.0,88.0,594.0,1097.0,131
241682176,Zachary_Cohen,"Cohen, Zachary C.",The Hotline,Governors Reporter,M,2843,3125,25529,Sat Jan 22 21:52:06 +0000 2011,True,False,124.0,62.0,87.0,230.0,503.0,131
357162119,AlexGangitano,"Gangitano, Alexandra",CQ Roll Call,"Reporter, Heard on the Hill",F,2415,616,4755,Wed Aug 17 23:14:26 +0000 2011,True,False,209.0,57.0,19.0,296.0,581.0,131
28401561,mikezapler,"Zapler, Michael",Politico,Senior Congressional Editor,M,1322,635,908,Thu Apr 02 19:31:01 +0000 2009,False,False,0.0,0.0,0.0,5.0,5.0,131
28397634,EricMarrapodi,"Marrapodi, Eric",NBC News,"Producer, NBC Nightly News",M,9451,2455,8943,Thu Apr 02 19:07:53 +0000 2009,True,False,41.0,7.0,9.0,74.0,131.0,130
787969735,AlisonStarling7,"Starling, Alison",WJLA–TV / Newschannel 8,Anchor for WJLA,F,4316,1379,2603,Tue Aug 28 22:16:15 +0000 2012,True,False,104.0,72.0,2.0,174.0,352.0,130
137734165,ashleyrgold,"Gold, Ashley",Politico,Technology Reporter,F,4089,1400,21083,Tue Apr 27 15:58:36 +0000 2010,True,False,87.0,89.0,184.0,391.0,751.0,130
81168795,CorbinHiar,"Hiar, Corbin W.",E&E News,Natural Resources Reporter,M,3744,1911,25007,Fri Oct 09 18:15:29 +0000 2009,True,False,47.0,11.0,8.0,56.0,122.0,130
20696334,KristenhCNN,"Holmes, Kristen",CNN,Newsource Correspondent,F,3479,1778,5639,Thu Feb 12 17:37:17 +0000 2009,True,False,39.0,17.0,13.0,167.0,236.0,130
31183389,gkroberts,"Roberts, Gillian",CQ Roll Call,Visual Reporting Editor,F,1561,1137,5107,Tue Apr 14 18:08:46 +0000 2009,True,False,89.0,3.0,0.0,128.0,220.0,130
437625094,jessicaschulb,"Schulberg, Jessica",Huffington Post,Foreign Affairs Reporter,F,9220,2262,8904,Thu Dec 15 16:57:02 +0000 2011,True,False,48.0,39.0,58.0,310.0,455.0,129
164273824,DaveClark_AFP,"Clark, David",Agence France-Presse,Diplomatic Correspondent,M,7816,3063,19763,Thu Jul 08 13:29:28 +0000 2010,True,False,101.0,106.0,249.0,287.0,743.0,129
94418344,mirandacgreen,"Green, Miranda",Scripps News,Reporter,F,4095,2109,17623,Thu Dec 03 21:31:21 +0000 2009,True,False,264.0,43.0,20.0,67.0,394.0,129
78397856,JordynPhelps,"Phelps, Jordyn",ABC News,White House Reporter,F,3738,1105,2202,Tue Sep 29 19:45:47 +0000 2009,True,False,22.0,3.0,0.0,16.0,41.0,129
185206779,ABC7Bri,"Carter, Brianne",WJLA–TV / Newschannel 8,Transportation Reporter,F,4042,991,16115,Tue Aug 31 13:20:54 +0000 2010,True,False,260.0,35.0,36.0,210.0,541.0,128
89222289,adamplevy,"Levy, Adam",CNN,"Senior Producer, State of the Union",M,3982,1470,3076,Wed Nov 11 16:30:23 +0000 2009,True,False,3.0,0.0,0.0,1.0,4.0,128
22422168,ABC7Mike,"Conneen, Michael",WJLA–TV / Newschannel 8,TV Reporter and Anchor,M,2891,2243,20900,Sun Mar 01 23:30:41 +0000 2009,True,False,15.0,5.0,16.0,45.0,81.0,128
196290799,KatyODonnell_,"O’Donnell, Katy",Politico,Reporter,F,1389,1689,2518,Tue Sep 28 19:46:38 +0000 2010,False,False,13.0,9.0,8.0,158.0,188.0,128
14245722,georgecondon,"Condon, Jr., George",National Journal,White House Correspondent,M,1242,568,111,Fri Mar 28 18:15:06 +0000 2008,False,False,2.0,0.0,1.0,0.0,3.0,128
15753057,peteroverby,"Overby, Peter",National Public Radio,Correspondent,M,10143,1304,1915,Wed Aug 06 18:15:28 +0000 2008,False,False,16.0,21.0,1.0,24.0,62.0,127
45128645,ajdukakis,"Dukakis, Alexandra",ABC News,Digital Political Reporter,F,2587,2469,6663,Sat Jun 06 13:28:17 +0000 2009,True,False,66.0,17.0,15.0,121.0,219.0,127
23848444,martinmatishak,"Matishak, Martin",Politico,"Cybersecurity Reporter, Politico Pro",M,2266,2031,10811,Wed Mar 11 23:01:07 +0000 2009,False,False,147.0,82.0,27.0,155.0,411.0,127
135558864,davecclarke,"Clarke, David",Washington Post,Deputy White House Editor,M,1999,1312,5830,Wed Apr 21 16:55:30 +0000 2010,False,False,293.0,6.0,0.0,39.0,338.0,127
485083111,HorsleyScott,"Horsley, Scott",National Public Radio,White House Correspondent,M,17474,78,1066,Mon Feb 06 20:24:38 +0000 2012,True,False,98.0,20.0,20.0,3.0,141.0,126
166219963,jamieson,"Jamieson, Dave",Huffington Post,Labor Reporter,M,7265,1018,10095,Tue Jul 13 16:45:29 +0000 2010,True,False,52.0,21.0,62.0,26.0,161.0,126
3044840091,NolanDMcCaskill,"McCaskill, Nolan D.",Politico,Breaking News Reporter,M,6800,2027,7591,Thu Feb 19 14:52:15 +0000 2015,True,False,344.0,127.0,36.0,204.0,711.0,126
378752087,MichaelDoyle10,"Doyle, Michael",McClatchy Newspapers,Reporter,M,2300,626,7221,Fri Sep 23 19:06:50 +0000 2011,True,False,38.0,27.0,0.0,87.0,152.0,126
234540332,MichaelBarone,"Barone, Michael",Washington Examiner,Senior Political Analyst,M,33285,19,1235,Wed Jan 05 22:32:30 +0000 2011,True,False,21.0,0.0,2.0,0.0,23.0,125
47758416,marissaaevans,"Evans, Marissa",Texas Tribune,Health & Human Services Policy Reporter,F,6850,4018,47343,Tue Jun 16 22:35:53 +0000 2009,True,False,113.0,212.0,266.0,651.0,1242.0,125
12988312,hamrickisms,"Hamrick, Mark",Bankrate,Senior Economic Analyst & Washington Bureau Chief,M,5510,6008,27839,Sat Feb 02 19:36:45 +0000 2008,True,False,184.0,321.0,0.0,289.0,794.0,125
130971502,tomrousseyABC7,"Roussey, Thomas",WJLA–TV / Newschannel 8,Reporter,M,3779,1641,7446,Thu Apr 08 22:12:20 +0000 2010,True,False,114.0,5.0,16.0,17.0,152.0,125
147467535,JuliaEAinsley,"Edwards, Julia",Thomson Reuters,Justice Correspondent,F,2438,748,1591,Mon May 24 06:20:21 +0000 2010,False,False,28.0,1.0,1.0,14.0,44.0,125
1552776714,jeffpeguescbs,"Pegues, Jeffrey",CBS News,Justice & Homeland Security Correspondent,M,31545,930,2689,Fri Jun 28 10:49:16 +0000 2013,True,False,26.0,1.0,3.0,0.0,30.0,124
569244581,NoamLevey,"Levey, Noam",Los Angeles Times,National Healthcare Reporter,M,8207,950,3987,Wed May 02 16:47:19 +0000 2012,True,False,71.0,73.0,4.0,400.0,548.0,124
52282776,leonardkl,"Leonard, Kimberly L.",U.S. News & World Report,Senior Healthcare Writer,F,7901,5443,19222,Tue Jun 30 03:03:08 +0000 2009,True,False,473.0,66.0,227.0,398.0,1164.0,124
53222666,brettnorman,"Norman, Brett",Politico,Healthcare Reporter,M,6374,1410,380,Thu Jul 02 23:21:25 +0000 2009,True,False,0.0,0.0,0.0,1.0,1.0,124
172482310,News_with_Love,"Love, Alysha",CNN,Multi-Platform Editor,F,4799,1299,4278,Thu Jul 29 20:38:57 +0000 2010,True,False,32.0,13.0,16.0,43.0,104.0,124
154233179,bklapperAP,"Klapper, Bradley",Associated Press,Acting National Security Editor,M,3381,394,1567,Thu Jun 10 18:32:21 +0000 2010,True,False,11.0,0.0,0.0,19.0,30.0,124
48125246,kathrynwolfe,"Wolfe, Kathryn A.",Politico,Deputy Transportation Editor,F,3266,765,7093,Wed Jun 17 21:33:56 +0000 2009,True,False,38.0,47.0,26.0,272.0,383.0,124
17679229,TiffanyStecker,"Stecker, Tiffany Anne",Bloomberg BNA,Biotech & Pesticides Reporter,F,3022,2359,7275,Thu Nov 27 14:36:56 +0000 2008,True,False,79.0,27.0,16.0,120.0,242.0,124
16640598,robhendin,"Hendin, Robert",The Atlantic,"Executive Producer, AtlanticLIVE",M,2395,1020,2816,Wed Oct 08 00:46:59 +0000 2008,False,False,4.0,8.0,1.0,88.0,101.0,124
119897487,yjtorbati,"Torbati, Yeganeh",Thomson Reuters,State Department Reporter,F,13292,1029,8364,Thu Mar 04 22:06:38 +0000 2010,True,False,86.0,32.0,53.0,99.0,270.0,123
2375549899,RealLeonHarris,"Harris, Leon",WJLA–TV / Newschannel 8,Former Anchor with WJLA,M,4630,239,1636,Thu Mar 06 15:41:10 +0000 2014,False,False,237.0,1.0,2.0,116.0,356.0,123
213767250,RichEdsonDC,"Edson, Rich",Fox News,"Washington Correspondent, State Department",M,4139,1431,5346,Tue Nov 09 19:04:56 +0000 2010,True,False,55.0,26.0,10.0,14.0,105.0,123
49031364,Marshall_Cohen,"Cohen, Marshall",CNN,Political Research Manager,M,3730,2242,15990,Sat Jun 20 15:25:55 +0000 2009,True,False,139.0,75.0,73.0,192.0,479.0,123
83636590,rbravender,"Bravender, Robin L.",E&E News,Envrionemental Politics Reporter,F,2059,770,643,Mon Oct 19 16:36:14 +0000 2009,False,False,18.0,1.0,1.0,36.0,56.0,123
96781334,APLaurieKellman,"Kellman Blazar, Laurie",Associated Press,Political Reporter,F,1733,4997,3408,Mon Dec 14 15:31:00 +0000 2009,False,False,34.0,7.0,1.0,143.0,185.0,123
370763752,Scott_McCrary,"McCrary, Scott",WUSA–TV,Senior Producer,M,1666,1324,11536,Fri Sep 09 15:54:36 +0000 2011,False,False,66.0,115.0,117.0,43.0,341.0,123
743871787,KevinWhitelaw1,"Whitelaw, Kevin",Bloomberg News,Congress Editor,M,974,738,2531,Tue Aug 07 22:24:08 +0000 2012,False,False,86.0,16.0,4.0,87.0,193.0,123
183351903,maryagnescarey,"Carey, Mary Agnes",Kaiser Health News,Partnerships Editor & Senior Correspondent,F,9046,643,9818,Thu Aug 26 20:01:59 +0000 2010,False,False,171.0,32.0,9.0,364.0,576.0,122
95573246,NPRnie,"Seipel, Arnie",National Public Radio,Political Editor,M,8067,2295,5637,Wed Dec 09 04:11:08 +0000 2009,True,False,78.0,52.0,32.0,123.0,285.0,122
14999172,HMNorthey,"Northey, Hannah M.",E&E News,Energy Reporter,F,4732,1677,5734,Tue Jun 03 23:57:16 +0000 2008,False,False,89.0,59.0,70.0,464.0,682.0,122
9126752,reporterjoe,"Gould, Joseph M.",Sightline Media Group,"Congress Reporter, Defense News",M,4702,3386,9148,Thu Sep 27 15:51:38 +0000 2007,True,False,314.0,229.0,272.0,375.0,1190.0,122
22065061,jessicagresko,"Gresko, Jessica",Associated Press,Courts Reporter,F,2438,2151,2420,Thu Feb 26 21:30:26 +0000 2009,True,False,26.0,6.0,0.0,12.0,44.0,122
15582894,rebeccamkern,"Kern, Rebecca M.",Bloomberg BNA,Energy Policy Reporter,F,2139,2657,1927,Thu Jul 24 14:58:04 +0000 2008,True,False,86.0,8.0,3.0,142.0,239.0,122
52612881,David_Culver,"Culver, David",WRC–TV / NBC–4,Reporter / Anchor,M,4875,518,5338,Wed Jul 01 03:00:30 +0000 2009,True,False,93.0,26.0,36.0,43.0,198.0,121
49729058,stephenatap,"Ohlemacher, Stephen",Associated Press,Congress Reporter,M,2874,726,3373,Mon Jun 22 19:09:41 +0000 2009,True,False,77.0,47.0,2.0,3.0,129.0,121
2614546850,jmoorheadcnn,"Moorhead, Jeremy",CNN,Digital Politics Producer,M,2198,872,7013,Thu Jul 10 01:20:16 +0000 2014,True,False,17.0,26.0,36.0,307.0,386.0,121
23770932,BillStarks,"Starks, Bill",WUSA–TV,News Assignment Manager,M,1534,992,7008,Wed Mar 11 14:37:49 +0000 2009,False,False,5.0,4.0,1.0,116.0,126.0,121
59936143,Dimi,"Sevastopulo, Demetri",Financial Times,Washington Bureau Chief,M,41562,8629,14990,Sat Jul 25 00:53:24 +0000 2009,True,False,195.0,25.0,16.0,80.0,316.0,120
18742338,mbaschWTOP,"Basch, Michelle",WTOP Radio,Radio General Assistant Reporter,F,6988,6045,30480,Wed Jan 07 22:36:41 +0000 2009,True,False,104.0,2.0,3.0,140.0,249.0,120
57124794,annaedney,"Edney, Anna",Bloomberg News,Health Reporter,F,5323,646,3080,Wed Jul 15 20:19:26 +0000 2009,True,False,95.0,9.0,47.0,172.0,323.0,120
366602165,levinecarrie,"Levine, Carrie",Center for Public Integrity,Money in Politics Reporter,F,4425,1188,8983,Fri Sep 02 13:39:16 +0000 2011,True,False,139.0,98.0,108.0,635.0,980.0,120
15040812,vbagate,"Applegate, Van",WJLA–TV / Newschannel 8,Journalist and Documentary Film maker,M,3662,1103,31612,Sat Jun 07 19:26:53 +0000 2008,True,False,123.0,61.0,109.0,210.0,503.0,120
22189918,ArdenFarhi,"Farhi, Arden",CBS News,White House Producer,M,3124,969,1948,Fri Feb 27 21:03:25 +0000 2009,True,False,25.0,1.0,0.0,12.0,38.0,120
142359854,marinakoren,"Koren, Marina",The Atlantic,Reporter,F,3029,2513,14581,Mon May 10 17:40:10 +0000 2010,True,False,38.0,7.0,66.0,37.0,148.0,120
72473481,Maddie_Marshall,"Marshall, Madeline",Wall Street Journal,Video Journalist,F,2724,1364,12694,Tue Sep 08 04:44:03 +0000 2009,True,False,57.0,19.0,72.0,124.0,272.0,120
28913831,wjlester,"Lester, William",Associated Press,Washington Editor,M,2310,2532,21146,Sun Apr 05 01:34:25 +0000 2009,True,False,112.0,49.0,7.0,559.0,727.0,120
3273220608,KatherineBScott,"Scott, Katherine",Bloomberg Government,Legislative Data Analyst,F,1841,597,10011,Thu Jul 09 20:19:52 +0000 2015,False,False,252.0,164.0,120.0,1253.0,1789.0,120
15617668,nathanhurst,"Hurst, Nate",C–SPAN,Producer,M,1441,1667,2762,Sun Jul 27 04:49:07 +0000 2008,False,False,24.0,6.0,9.0,23.0,62.0,120
56749157,pdoocy,"Doocy, Peter",Fox News,Correspondent,M,105644,1218,4495,Tue Jul 14 17:00:39 +0000 2009,True,False,16.0,2.0,0.0,7.0,25.0,119
4607,nancyscola,"Scola, Nancy",Politico,Tech & Politics Reporter,F,10069,1572,16387,Tue Aug 22 21:19:43 +0000 2006,True,False,133.0,68.0,47.0,178.0,426.0,119
906734342,KimberlyRobinsn,"Robinson, Kimberly S.",Bloomberg BNA,Supreme Court Reporter,F,7170,311,8773,Fri Oct 26 20:32:46 +0000 2012,True,False,193.0,5.0,344.0,98.0,640.0,119
78693573,acaldwellap,"Caldwell, Alicia",Associated Press,Immigration Reporter,F,3925,897,16735,Wed Sep 30 19:56:45 +0000 2009,True,False,239.0,17.0,5.0,409.0,670.0,119
85282028,clawrencenbc,"Lawrence, Chris",WRC–TV / NBC–4,Anchor / Reporter,M,7390,321,1331,Mon Oct 26 10:09:37 +0000 2009,True,False,14.0,14.0,5.0,0.0,33.0,118
15741263,MichaelRWarren,"Warren, Michael R.",Weekly Standard,Senior Writer,M,7300,905,25970,Tue Aug 05 20:26:55 +0000 2008,False,False,258.0,198.0,112.0,350.0,918.0,118
15906481,TPM_dk,"Kurtz, David",Talking Points Memo,Managing Editor,M,7106,856,16677,Tue Aug 19 17:03:12 +0000 2008,True,False,82.0,31.0,9.0,147.0,269.0,118
21138770,aaronzitner,"Zitner, Aaron",Wall Street Journal / Dow Jones,National Politics Editor,M,3250,607,3266,Tue Feb 17 22:26:16 +0000 2009,True,False,28.0,18.0,5.0,28.0,79.0,118
155973490,MeghanMcCarthy_,"McCarthy, Meghan",Morning Consult,Chief Content Officer,F,3200,1210,3640,Tue Jun 15 17:29:29 +0000 2010,False,False,1.0,0.0,1.0,7.0,9.0,118
27756540,jordainc,"Carney, Jordain R.",The Hill,Senate Reporter,F,1931,1050,7719,Mon Mar 30 23:11:55 +0000 2009,False,False,237.0,68.0,36.0,48.0,389.0,118
11702412,VickoftheHill,"Needham, Vicki",The Hill,Finance Reporter,F,1912,2323,14095,Tue Jan 01 00:10:51 +0000 2008,False,False,37.0,169.0,18.0,1390.0,1614.0,118
257508417,TraceeWilkins,"Wilkins, Tracee",WRC–TV / NBC–4,Bureau Chief,F,7566,1065,4957,Fri Feb 25 15:38:31 +0000 2011,True,False,116.0,18.0,4.0,138.0,276.0,117
16099612,aaronwiener,"Wiener, Aaron M.",Mother Jones,Senior Editor,M,6396,162,11530,Tue Sep 02 17:11:57 +0000 2008,True,False,82.0,90.0,32.0,15.0,219.0,117
363997734,DannyVinik,"Vinik, Daniel R.",Politico,"Assistant Editor, Politico Agenda",M,3310,2043,20342,Mon Aug 29 01:28:03 +0000 2011,True,False,21.0,1.0,11.0,7.0,40.0,117
53474981,charlienbc,"Bragale, Charles",WRC–TV / NBC–4,News Assignment Manager,M,2560,1254,4867,Fri Jul 03 19:29:02 +0000 2009,False,False,42.0,0.0,1.0,24.0,67.0,117
242169927,colinwilhelm,"Wilhelm, Colin",Politico,"Taxes & Fintech Reporter, Politico Pro",M,2415,2470,19685,Mon Jan 24 03:33:43 +0000 2011,True,False,195.0,269.0,353.0,792.0,1609.0,117
259300516,cameron_easley,"Easley, Cameron",Morning Consult,Managing Editor,M,1577,1443,22700,Tue Mar 01 15:43:36 +0000 2011,False,False,85.0,78.0,40.0,129.0,332.0,117
177944746,geofkoss,"Koss, Geof",E&E News,Congressional Reporter,M,972,1046,6771,Fri Aug 13 13:28:15 +0000 2010,False,False,52.0,48.0,3.0,223.0,326.0,117
15485844,khefling,"Hefling, Kimberly A.",Politico,Senior Education Writer,F,7184,4697,3443,Fri Jul 18 20:18:43 +0000 2008,True,False,9.0,3.0,1.0,71.0,84.0,116
257069028,MeganMcGrath4,"McGrath, Megan",WRC–TV / NBC–4,Reporter,F,4540,329,1878,Thu Feb 24 17:21:05 +0000 2011,True,False,59.0,0.0,0.0,6.0,65.0,116
22675685,pdicarlocnn,"DiCarlo, Patricia",CNN,"Executive Producer, CNN Investigations",F,4402,808,1535,Tue Mar 03 20:42:10 +0000 2009,True,False,8.0,0.0,1.0,11.0,20.0,116
8083262,jeremybowers,"Bowers, Jeremy",New York Times,"Senior Editor, News Applications",M,9975,3142,58033,Thu Aug 09 16:00:54 +0000 2007,True,False,223.0,265.0,666.0,244.0,1398.0,115
24167813,janjeffcoat,"Jeffcoat, Jan",WUSA–TV,News Anchor,F,7849,2904,11387,Fri Mar 13 13:12:50 +0000 2009,True,False,156.0,285.0,2.0,24.0,467.0,115
102171691,rlocker12,"Locker, Ray",USA Today,Washington Enterprise Editor,M,3665,846,41194,Tue Jan 05 21:36:39 +0000 2010,True,False,1038.0,145.0,6.0,1307.0,2496.0,115
139856067,deliangoncalves,"Goncalves Perry, Delia",WUSA–TV,Reporter,F,3552,2417,9287,Mon May 03 21:58:40 +0000 2010,True,False,58.0,30.0,6.0,55.0,149.0,115
22685638,NPRMichel,"Martin, Michel",National Public Radio,Weekend Host,F,61919,4896,13564,Tue Mar 03 21:47:14 +0000 2009,True,False,2.0,12.0,0.0,12.0,26.0,114
16223917,leslifoster,"Foster Mathewson, Lesli",WUSA–TV,News Anchor,F,6048,3311,9514,Wed Sep 10 17:15:06 +0000 2008,True,False,92.0,121.0,12.0,71.0,296.0,114
20336988,Briannaehley,"Ehley, Brianna Megan",Politico,Healthcare Reporter,F,3537,2603,9535,Sat Feb 07 22:12:51 +0000 2009,True,False,46.0,24.0,11.0,222.0,303.0,114
57071314,ABC7Brad,"Bell, Bradley",WJLA–TV / Newschannel 8,Bureau Chief in Maryland,M,2454,197,4163,Wed Jul 15 17:03:24 +0000 2009,True,False,103.0,15.0,6.0,38.0,162.0,114
106565465,laurabernardini,"Bernardini, Laura",CNN,Washington Director of Coverage,F,2355,954,1894,Tue Jan 19 23:59:18 +0000 2010,True,False,18.0,5.0,6.0,35.0,64.0,114
29077741,GeorgeCahlink,"Cahlink, George",E&E News,Congressional Reporter,M,710,745,1456,Sun Apr 05 22:04:20 +0000 2009,False,False,59.0,0.0,0.0,137.0,196.0,114
575705670,brakktonbooker,"Booker, Brakkton",National Public Radio,Reporter,M,4675,1952,6542,Wed May 09 19:43:38 +0000 2012,True,False,13.0,13.0,2.0,60.0,88.0,113
24730470,davidjlynch,"Lynch, David",Financial Times,Washington Correspondent,M,3022,1517,12348,Mon Mar 16 17:29:19 +0000 2009,False,False,136.0,232.0,24.0,920.0,1312.0,113
5931862,craasch,"Raasch, Charles",St. Louis Post-Dispatch,Washington Correspondent,M,2877,1429,27213,Thu May 10 14:55:46 +0000 2007,True,False,424.0,70.0,298.0,571.0,1363.0,113
30226183,ABC7Suzanne,"Kennedy, Suzanne",WJLA–TV / Newschannel 8,Reporter,F,2794,1154,3613,Fri Apr 10 14:31:44 +0000 2009,True,False,95.0,12.0,10.0,9.0,126.0,113
140289561,loujacobson,"Jacobson, Louis",Tampa Bay Times,"Senior Correspondent, PolitiFact",M,2663,705,7907,Wed May 05 03:34:51 +0000 2010,True,False,68.0,8.0,9.0,17.0,102.0,113
16660725,netouhey,"Touhey, Emmanuel",C–SPAN,Web Editor,M,1412,3460,22815,Thu Oct 09 02:25:21 +0000 2008,False,False,277.0,43.0,61.0,1324.0,1705.0,113
270944758,skomarow,"Komarow, Steven",CQ Roll Call,Senior Vice President and Executive Editor,M,594,204,2205,Wed Mar 23 15:08:21 +0000 2011,False,False,5.0,0.0,0.0,1.0,6.0,113
33938700,Jamie_Weinstein,"Weinstein, Jamie",Daily Caller,Podcast Host,M,20730,398,31937,Tue Apr 21 15:34:11 +0000 2009,True,False,160.0,285.0,158.0,141.0,744.0,112
11469852,RadioBabe,"Seabrook, Andrea",Scripps News,Managing Editior,F,12507,2153,6033,Mon Dec 24 05:12:36 +0000 2007,False,False,8.0,0.0,10.0,24.0,42.0,112
84311498,nbcmatt,"Glassman, Matt",WRC–TV / NBC–4,Assistant News Director,M,2258,272,3889,Thu Oct 22 12:23:31 +0000 2009,False,False,39.0,4.0,1.0,31.0,75.0,112
45445240,ccamia,"Camia, Catalina",CQ Roll Call,Editor,F,1933,653,5062,Sun Jun 07 23:02:39 +0000 2009,False,False,17.0,12.0,0.0,18.0,47.0,112
370491805,sarahcwestwood,"Westwood, Sarah",Washington Examiner,White House Correspondent,F,13727,522,8607,Fri Sep 09 03:32:34 +0000 2011,True,False,230.0,22.0,21.0,131.0,404.0,111
191589342,johngizzi,"Gizzi, John",NewsMax,Chief Political Columnist and White House Correspondent,M,7052,979,16254,Thu Sep 16 20:47:49 +0000 2010,False,False,342.0,0.0,159.0,103.0,604.0,111
39417511,jeffkearns,"Kearns, Jeff",Bloomberg News,China Economics Editor,M,3406,3353,2872,Tue May 12 02:58:28 +0000 2009,False,False,32.0,0.0,0.0,39.0,71.0,111
16034316,ClohertyWTOP,"Cloherty, Megan",WTOP Radio,Multimedia Reporter,F,2162,1137,6690,Thu Aug 28 23:14:55 +0000 2008,True,False,32.0,3.0,7.0,29.0,71.0,111
